mission_id,agency,mission_type,launch_date,cost_million_usd,payload_type,destination,status
4376,Virgin Galactic,Deep Space,2010-09-08,4453,Rover,Low Earth Orbit,Failure
4377,CNSA,Asteroid Mining,1984-02-23,4330,Scientific Probe,Mars,Failure
4378,SpaceX,Asteroid Mining,1976-03-13,4338,Space Telescope,Asteroid Belt,Success
4379,SpaceX,Mars,1957-08-09,2318,Rover,Moon,Partial Success
4380,SpaceX,Orbital,1973-02-02,1166,Rover,Low Earth Orbit,Partial Success
4381,Roscosmos,Satellite Deployment,1959-03-01,2354,Rover,Deep Space,Success
4382,ISRO,Asteroid Mining,2023-10-10,2678,Crewed,Moon,Partial Success
4383,CNSA,Asteroid Mining,1972-04-23,3249,Space Telescope,Moon,Failure
4384,Virgin Galactic,Mars,2002-01-24,4269,Rover,Asteroid Belt,Success
4385,NASA,Asteroid Mining,1995-04-20,2441,Rover,Low Earth Orbit,Success
4386,ESA,Orbital,1990-05-28,1578,Satellite,Mars,Failure
4387,ESA,Orbital,1957-01-06,1282,Satellite,Low Earth Orbit,Failure
4388,CNSA,Orbital,1999-11-15,4902,Rover,Deep Space,Partial Success
4389,SpaceX,Satellite Deployment,1998-02-16,2752,Scientific Probe,Mars,Failure
4390,Virgin Galactic,Asteroid Mining,2003-08-04,4113,Space Telescope,Mars,Failure
4391,Virgin Galactic,Space Tourism,1969-06-11,89,Space Telescope,Asteroid Belt,Partial Success
4392,Blue Origin,Space Tourism,1973-01-13,2425,Crewed,Low Earth Orbit,Success
4393,SpaceX,Deep Space,1988-04-13,1025,Space Telescope,Deep Space,Partial Success
4394,ISRO,Orbital,1961-02-18,4897,Cargo,Low Earth Orbit,Partial Success
4395,Blue Origin,Satellite Deployment,2005-09-20,4772,Space Telescope,Moon,Failure
4396,CNSA,Asteroid Mining,1979-01-25,3776,Cargo,Mars,Partial Success
4397,SpaceX,Mars,1968-12-17,4296,Space Telescope,Deep Space,Success
4398,SpaceX,Mars,1978-04-18,1369,Space Telescope,Asteroid Belt,Failure
4399,ISRO,Orbital,1986-07-21,226,Space Telescope,Moon,Failure
4400,Blue Origin,Asteroid Mining,1969-12-21,581,Cargo,Low Earth Orbit,Partial Success
4401,Blue Origin,Lunar,1960-10-15,4605,Space Telescope,Deep Space,Success
4402,Virgin Galactic,Deep Space,2001-10-26,4847,Crewed,Mars,Success
4403,Roscosmos,Mars,1965-02-07,393,Satellite,Moon,Partial Success
4404,Virgin Galactic,Mars,2024-11-01,2751,Cargo,Low Earth Orbit,Partial Success
4405,Virgin Galactic,Satellite Deployment,1971-04-08,730,Rover,Deep Space,Success
4406,Virgin Galactic,Satellite Deployment,2018-09-20,2752,Space Telescope,Deep Space,Success
4407,CNSA,Satellite Deployment,1958-11-18,1511,Satellite,Deep Space,Success
4408,Blue Origin,Orbital,1965-02-22,3359,Crewed,Mars,Failure
4409,ESA,Asteroid Mining,1999-04-21,839,Space Telescope,Low Earth Orbit,Success
4410,ESA,Space Tourism,2021-02-19,3677,Crewed,Deep Space,Failure
4411,CNSA,Satellite Deployment,1994-07-26,3683,Cargo,Asteroid Belt,Failure
4412,NASA,Orbital,2023-02-25,4594,Crewed,Asteroid Belt,Partial Success
4413,NASA,Asteroid Mining,1994-02-18,453,Space Telescope,Deep Space,Success
4414,ESA,Satellite Deployment,2024-09-06,3292,Crewed,Mars,Success
4415,Blue Origin,Orbital,1960-04-18,2197,Satellite,Asteroid Belt,Partial Success
4416,ISRO,Lunar,1984-07-16,1446,Space Telescope,Moon,Success
4417,ISRO,Lunar,2015-12-01,4359,Crewed,Moon,Success
4418,SpaceX,Space Tourism,1995-12-20,958,Scientific Probe,Asteroid Belt,Success
4419,NASA,Space Tourism,1997-06-15,1951,Scientific Probe,Asteroid Belt,Failure
4420,Roscosmos,Deep Space,1990-09-07,3380,Space Telescope,Mars,Failure
4421,SpaceX,Lunar,1980-09-18,3787,Cargo,Moon,Failure
4422,SpaceX,Asteroid Mining,1972-06-22,3834,Scientific Probe,Mars,Success
4423,NASA,Satellite Deployment,1994-09-15,2947,Scientific Probe,Asteroid Belt,Failure
4424,SpaceX,Mars,2022-10-11,3606,Crewed,Mars,Failure
4425,ISRO,Space Tourism,2021-05-20,4232,Scientific Probe,Deep Space,Partial Success
4426,ISRO,Satellite Deployment,1962-11-24,2278,Cargo,Mars,Success
4427,CNSA,Lunar,1993-09-01,1115,Cargo,Mars,Success
4428,Blue Origin,Space Tourism,2024-01-27,4180,Satellite,Moon,Success
4429,ISRO,Orbital,1979-03-01,1354,Cargo,Moon,Partial Success
4430,ESA,Satellite Deployment,2013-07-28,3946,Scientific Probe,Low Earth Orbit,Failure
4431,Virgin Galactic,Asteroid Mining,1989-08-24,1381,Rover,Mars,Failure
4432,NASA,Asteroid Mining,1990-02-05,4649,Rover,Asteroid Belt,Failure
4433,Roscosmos,Lunar,2023-11-02,3550,Satellite,Low Earth Orbit,Success
4434,Roscosmos,Orbital,1971-08-13,2903,Rover,Mars,Failure
4435,SpaceX,Deep Space,1990-05-07,4732,Space Telescope,Asteroid Belt,Partial Success
4436,Virgin Galactic,Orbital,1993-10-12,822,Cargo,Low Earth Orbit,Failure
4437,CNSA,Mars,1964-08-06,4864,Cargo,Moon,Failure
4438,SpaceX,Orbital,1989-01-26,614,Satellite,Deep Space,Partial Success
4439,CNSA,Orbital,1999-03-13,1519,Satellite,Mars,Failure
4440,Virgin Galactic,Deep Space,1981-02-14,1307,Space Telescope,Asteroid Belt,Failure
4441,Roscosmos,Deep Space,1973-07-19,1330,Crewed,Low Earth Orbit,Success
4442,CNSA,Satellite Deployment,1998-01-13,2510,Space Telescope,Mars,Partial Success
4443,ISRO,Deep Space,1987-12-01,396,Satellite,Deep Space,Partial Success
4444,Roscosmos,Lunar,1973-10-26,3490,Cargo,Deep Space,Partial Success
4445,CNSA,Asteroid Mining,2018-03-28,804,Rover,Asteroid Belt,Failure
4446,NASA,Space Tourism,2011-12-10,2793,Cargo,Low Earth Orbit,Partial Success
4447,NASA,Mars,2023-08-16,1739,Rover,Asteroid Belt,Failure
4448,SpaceX,Lunar,1957-11-27,4388,Cargo,Mars,Success
4449,ISRO,Orbital,1973-09-08,2562,Space Telescope,Deep Space,Partial Success
4450,SpaceX,Lunar,1970-01-02,1405,Scientific Probe,Asteroid Belt,Partial Success
4451,ISRO,Orbital,1957-01-26,1007,Space Telescope,Asteroid Belt,Success
4452,Blue Origin,Lunar,1979-03-26,454,Scientific Probe,Deep Space,Success
4453,SpaceX,Deep Space,2022-08-12,534,Crewed,Moon,Success
4454,CNSA,Asteroid Mining,1957-07-18,1984,Rover,Deep Space,Partial Success
4455,NASA,Space Tourism,2015-03-23,4340,Rover,Low Earth Orbit,Failure
4456,ISRO,Satellite Deployment,1987-08-03,431,Rover,Deep Space,Partial Success
4457,Virgin Galactic,Lunar,2007-01-03,1384,Crewed,Low Earth Orbit,Success
4458,NASA,Satellite Deployment,1991-02-06,1479,Space Telescope,Asteroid Belt,Success
4459,ISRO,Satellite Deployment,1993-10-06,640,Cargo,Deep Space,Failure
4460,Roscosmos,Lunar,1975-10-23,368,Cargo,Asteroid Belt,Failure
4461,NASA,Satellite Deployment,2012-06-28,3841,Crewed,Moon,Failure
4462,ESA,Asteroid Mining,1996-02-16,3266,Crewed,Moon,Partial Success
4463,CNSA,Mars,1984-01-17,1786,Crewed,Mars,Success
4464,Virgin Galactic,Lunar,1958-04-13,4791,Rover,Deep Space,Success
4465,Blue Origin,Asteroid Mining,1995-06-07,3888,Scientific Probe,Low Earth Orbit,Failure
4466,Virgin Galactic,Deep Space,2015-03-08,4981,Space Telescope,Asteroid Belt,Partial Success
4467,Roscosmos,Orbital,2021-12-12,3857,Satellite,Low Earth Orbit,Success
4468,Roscosmos,Deep Space,2022-06-01,3525,Crewed,Deep Space,Partial Success
4469,SpaceX,Deep Space,1979-08-13,2275,Space Telescope,Low Earth Orbit,Failure
4470,ISRO,Satellite Deployment,1963-02-28,939,Rover,Mars,Partial Success
4471,NASA,Lunar,2013-04-15,3470,Crewed,Low Earth Orbit,Success
4472,Virgin Galactic,Orbital,1983-05-24,4630,Cargo,Asteroid Belt,Failure
4473,ESA,Lunar,1997-05-03,2011,Satellite,Moon,Partial Success
4474,Roscosmos,Space Tourism,1979-07-16,1787,Crewed,Asteroid Belt,Success
4475,NASA,Lunar,2007-07-06,2968,Satellite,Deep Space,Success
4476,ESA,Lunar,1972-07-21,4473,Scientific Probe,Mars,Partial Success
4477,Virgin Galactic,Orbital,1990-05-13,87,Space Telescope,Asteroid Belt,Failure
4478,Blue Origin,Lunar,2010-11-22,3710,Scientific Probe,Asteroid Belt,Failure
4479,Blue Origin,Space Tourism,1984-07-25,520,Scientific Probe,Moon,Partial Success
4480,Roscosmos,Mars,2006-06-19,2023,Rover,Moon,Success
4481,Roscosmos,Mars,2018-06-10,4979,Cargo,Asteroid Belt,Partial Success
4482,ISRO,Space Tourism,2006-06-11,3518,Scientific Probe,Deep Space,Partial Success
4483,CNSA,Space Tourism,1989-09-15,2894,Cargo,Deep Space,Partial Success
4484,CNSA,Mars,1990-02-18,3732,Space Telescope,Moon,Failure
4485,ESA,Satellite Deployment,2009-08-16,1043,Crewed,Asteroid Belt,Partial Success
4486,Blue Origin,Deep Space,1964-07-11,2106,Cargo,Asteroid Belt,Failure
4487,SpaceX,Satellite Deployment,1966-08-09,1088,Satellite,Moon,Success
4488,ESA,Asteroid Mining,2020-04-25,2736,Space Telescope,Deep Space,Success
4489,NASA,Satellite Deployment,2004-10-22,679,Crewed,Deep Space,Success
4490,CNSA,Deep Space,1997-01-13,4749,Satellite,Moon,Partial Success
4491,SpaceX,Orbital,1990-08-22,4963,Crewed,Moon,Success
4492,Virgin Galactic,Orbital,2008-03-19,1533,Cargo,Low Earth Orbit,Failure
4493,ISRO,Space Tourism,2020-10-15,1870,Satellite,Deep Space,Success
4494,NASA,Space Tourism,1991-03-09,3959,Scientific Probe,Moon,Partial Success
4495,NASA,Lunar,1984-01-02,3359,Satellite,Asteroid Belt,Success
4496,CNSA,Mars,2013-03-20,2632,Satellite,Mars,Failure
4497,ESA,Asteroid Mining,1971-05-07,3322,Crewed,Deep Space,Failure
4498,Virgin Galactic,Mars,1982-01-14,2170,Rover,Moon,Failure
4499,CNSA,Space Tourism,1974-03-10,3611,Scientific Probe,Deep Space,Success
4500,SpaceX,Asteroid Mining,1968-11-13,2062,Cargo,Asteroid Belt,Partial Success
4501,Virgin Galactic,Mars,1960-01-17,4093,Cargo,Mars,Partial Success
4502,ESA,Space Tourism,1963-06-05,1281,Satellite,Low Earth Orbit,Failure
4503,Roscosmos,Asteroid Mining,1958-08-25,1095,Satellite,Deep Space,Failure
4504,NASA,Mars,1993-06-02,2578,Satellite,Mars,Partial Success
4505,Roscosmos,Lunar,2004-04-02,2203,Crewed,Asteroid Belt,Failure
4506,NASA,Deep Space,1957-09-04,3041,Crewed,Low Earth Orbit,Partial Success
4507,CNSA,Deep Space,2013-09-16,4735,Crewed,Low Earth Orbit,Success
4508,Roscosmos,Satellite Deployment,1981-06-05,1936,Rover,Moon,Failure
4509,Virgin Galactic,Asteroid Mining,1972-12-09,199,Rover,Moon,Success
4510,ESA,Deep Space,2013-11-08,3549,Space Telescope,Deep Space,Success
4511,CNSA,Asteroid Mining,2001-08-23,564,Space Telescope,Mars,Success
4512,SpaceX,Asteroid Mining,1973-08-08,4832,Scientific Probe,Asteroid Belt,Failure
4513,Roscosmos,Satellite Deployment,1998-01-23,4457,Satellite,Moon,Success
4514,ESA,Orbital,1985-07-06,52,Crewed,Asteroid Belt,Partial Success
4515,ISRO,Satellite Deployment,2012-05-14,791,Crewed,Moon,Partial Success
4516,CNSA,Mars,1990-01-12,678,Satellite,Mars,Failure
4517,Blue Origin,Deep Space,1984-12-06,545,Space Telescope,Deep Space,Failure
4518,CNSA,Deep Space,1987-06-04,2849,Scientific Probe,Low Earth Orbit,Success
4519,CNSA,Orbital,2021-01-18,1175,Rover,Moon,Failure
4520,ISRO,Asteroid Mining,1964-11-23,1920,Rover,Deep Space,Failure
4521,SpaceX,Satellite Deployment,2018-10-04,2600,Scientific Probe,Mars,Failure
4522,SpaceX,Space Tourism,1957-12-10,984,Crewed,Mars,Partial Success
4523,ESA,Asteroid Mining,1993-11-25,2886,Crewed,Deep Space,Partial Success
4524,Virgin Galactic,Lunar,2009-06-06,3333,Crewed,Moon,Partial Success
4525,NASA,Deep Space,1990-08-19,3284,Space Telescope,Moon,Partial Success
4526,CNSA,Lunar,1990-02-23,2993,Rover,Deep Space,Failure
4527,Virgin Galactic,Orbital,1982-08-19,4222,Satellite,Asteroid Belt,Partial Success
4528,NASA,Lunar,2017-04-19,1706,Scientific Probe,Low Earth Orbit,Success
4529,Blue Origin,Space Tourism,2003-12-12,1245,Cargo,Deep Space,Failure
4530,CNSA,Deep Space,2008-12-05,1466,Crewed,Moon,Success
4531,SpaceX,Satellite Deployment,2001-02-24,547,Space Telescope,Moon,Partial Success
4532,CNSA,Mars,1960-08-09,4049,Space Telescope,Mars,Success
4533,ISRO,Asteroid Mining,2006-01-09,4698,Rover,Moon,Failure
4534,Blue Origin,Orbital,2000-12-07,3229,Rover,Asteroid Belt,Success
4535,Roscosmos,Mars,1986-03-02,3525,Space Telescope,Asteroid Belt,Failure
4536,ISRO,Mars,1982-11-17,3160,Scientific Probe,Moon,Partial Success
4537,ISRO,Mars,2005-03-01,414,Cargo,Mars,Partial Success
4538,CNSA,Space Tourism,2024-04-25,534,Scientific Probe,Mars,Failure
4539,Roscosmos,Mars,2016-01-09,2508,Crewed,Mars,Failure
4540,CNSA,Lunar,1986-10-11,822,Scientific Probe,Moon,Success
4541,SpaceX,Space Tourism,2014-04-17,481,Space Telescope,Asteroid Belt,Partial Success
4542,ESA,Lunar,1980-06-26,1120,Crewed,Low Earth Orbit,Success
4543,ISRO,Mars,2001-07-21,2995,Crewed,Mars,Failure
4544,Blue Origin,Asteroid Mining,1959-04-16,1162,Space Telescope,Moon,Success
4545,ESA,Mars,2013-05-10,1026,Space Telescope,Mars,Success
4546,Roscosmos,Space Tourism,2001-05-27,3514,Crewed,Mars,Failure
4547,ISRO,Space Tourism,2018-08-21,678,Rover,Low Earth Orbit,Success
4548,SpaceX,Lunar,2013-01-25,553,Rover,Mars,Failure
4549,SpaceX,Deep Space,1998-08-20,4682,Crewed,Mars,Success
4550,NASA,Orbital,1958-08-24,4023,Crewed,Asteroid Belt,Success
4551,ISRO,Deep Space,2007-01-19,2868,Crewed,Asteroid Belt,Partial Success
4552,SpaceX,Mars,1972-07-06,4796,Cargo,Low Earth Orbit,Partial Success
4553,CNSA,Asteroid Mining,2012-06-20,3540,Space Telescope,Low Earth Orbit,Partial Success
4554,ESA,Space Tourism,2012-12-24,2499,Satellite,Moon,Success
4555,ESA,Deep Space,1976-12-16,936,Crewed,Low Earth Orbit,Partial Success
4556,ISRO,Asteroid Mining,1978-09-15,4627,Satellite,Asteroid Belt,Success
4557,Roscosmos,Space Tourism,2009-01-19,2393,Space Telescope,Low Earth Orbit,Failure
4558,Virgin Galactic,Space Tourism,1977-08-22,527,Scientific Probe,Asteroid Belt,Failure
4559,Roscosmos,Lunar,2001-03-06,140,Cargo,Deep Space,Success
4560,Roscosmos,Mars,1996-12-21,3625,Cargo,Low Earth Orbit,Success
4561,SpaceX,Mars,1976-05-08,3775,Space Telescope,Asteroid Belt,Partial Success
4562,CNSA,Lunar,1959-02-02,3038,Rover,Deep Space,Partial Success
4563,Virgin Galactic,Mars,1983-04-28,4681,Crewed,Moon,Partial Success
4564,Blue Origin,Asteroid Mining,2014-08-04,3649,Cargo,Mars,Partial Success
4565,Roscosmos,Mars,1982-05-21,802,Satellite,Deep Space,Success
4566,SpaceX,Asteroid Mining,1991-03-12,4168,Cargo,Deep Space,Partial Success
4567,Roscosmos,Asteroid Mining,1985-12-19,2208,Satellite,Mars,Success
4568,Blue Origin,Lunar,1974-10-15,234,Cargo,Deep Space,Success
4569,CNSA,Satellite Deployment,1984-09-10,515,Scientific Probe,Moon,Success
4570,ISRO,Asteroid Mining,1985-12-26,3545,Scientific Probe,Moon,Success
4571,Roscosmos,Orbital,1986-03-09,1960,Space Telescope,Deep Space,Partial Success
4572,SpaceX,Asteroid Mining,1999-06-15,3777,Rover,Moon,Failure
4573,NASA,Orbital,1985-04-12,421,Crewed,Asteroid Belt,Failure
4574,SpaceX,Deep Space,2001-08-15,82,Satellite,Mars,Failure
4575,ISRO,Orbital,1990-07-05,2693,Crewed,Asteroid Belt,Success
4576,SpaceX,Deep Space,1996-02-09,1258,Cargo,Deep Space,Failure
4577,Virgin Galactic,Space Tourism,2017-03-07,514,Rover,Mars,Partial Success
4578,Roscosmos,Mars,1973-01-18,3114,Space Telescope,Deep Space,Failure
4579,NASA,Space Tourism,1993-05-06,1828,Crewed,Low Earth Orbit,Failure
4580,ISRO,Space Tourism,1989-06-26,292,Satellite,Low Earth Orbit,Partial Success
4581,Roscosmos,Mars,1969-05-09,4165,Rover,Mars,Failure
4582,ISRO,Deep Space,2013-08-17,4022,Scientific Probe,Moon,Failure
4583,Roscosmos,Satellite Deployment,1969-01-11,4266,Cargo,Asteroid Belt,Failure
4584,ISRO,Deep Space,1999-09-19,1828,Space Telescope,Moon,Partial Success
4585,CNSA,Lunar,1994-12-25,3789,Rover,Moon,Partial Success
4586,NASA,Deep Space,2005-02-26,3268,Crewed,Asteroid Belt,Failure
4587,Blue Origin,Orbital,1998-08-25,2377,Scientific Probe,Deep Space,Success
4588,Roscosmos,Lunar,2006-01-28,4258,Space Telescope,Asteroid Belt,Partial Success
4589,ISRO,Lunar,1975-06-16,3153,Rover,Asteroid Belt,Partial Success
4590,NASA,Satellite Deployment,1965-11-13,2112,Crewed,Deep Space,Failure
4591,NASA,Mars,1970-02-02,893,Space Telescope,Moon,Partial Success
4592,Roscosmos,Orbital,2023-05-09,3646,Crewed,Moon,Success
4593,CNSA,Asteroid Mining,2000-04-27,2724,Scientific Probe,Asteroid Belt,Partial Success
4594,ESA,Orbital,2003-08-08,1563,Space Telescope,Asteroid Belt,Success
4595,NASA,Lunar,2003-07-01,4878,Crewed,Deep Space,Failure
4596,Virgin Galactic,Deep Space,1981-02-16,2286,Crewed,Low Earth Orbit,Success
4597,ISRO,Deep Space,2022-09-11,1110,Space Telescope,Moon,Success
4598,SpaceX,Satellite Deployment,1990-07-08,741,Crewed,Low Earth Orbit,Partial Success
4599,NASA,Satellite Deployment,2018-01-09,2510,Satellite,Deep Space,Partial Success
4600,NASA,Space Tourism,1979-07-20,2040,Scientific Probe,Low Earth Orbit,Success
4601,ISRO,Asteroid Mining,1987-08-28,3451,Space Telescope,Deep Space,Failure
4602,CNSA,Asteroid Mining,1981-05-19,4574,Cargo,Deep Space,Success
4603,Virgin Galactic,Lunar,2010-03-02,729,Space Telescope,Low Earth Orbit,Partial Success
4604,ESA,Orbital,1992-01-03,4077,Rover,Low Earth Orbit,Partial Success
4605,NASA,Orbital,1992-08-16,4294,Scientific Probe,Deep Space,Failure
4606,SpaceX,Lunar,2003-10-17,4380,Rover,Deep Space,Partial Success
4607,SpaceX,Space Tourism,1975-04-01,415,Space Telescope,Moon,Success
4608,Roscosmos,Orbital,1994-02-25,3784,Crewed,Moon,Failure
4609,SpaceX,Orbital,1992-01-09,4446,Rover,Moon,Success
4610,ESA,Satellite Deployment,1986-12-20,2692,Scientific Probe,Moon,Partial Success
4611,SpaceX,Mars,1963-08-07,4495,Scientific Probe,Low Earth Orbit,Partial Success
4612,CNSA,Mars,1987-04-25,321,Space Telescope,Moon,Partial Success
4613,ESA,Lunar,2012-09-20,4980,Scientific Probe,Deep Space,Success
4614,NASA,Lunar,1966-12-22,1951,Rover,Deep Space,Failure
4615,Blue Origin,Deep Space,1968-05-09,762,Satellite,Low Earth Orbit,Success
4616,Virgin Galactic,Lunar,1976-02-19,1661,Cargo,Deep Space,Failure
4617,CNSA,Satellite Deployment,1976-12-23,4931,Scientific Probe,Asteroid Belt,Failure
4618,NASA,Orbital,1979-08-02,405,Scientific Probe,Mars,Failure
4619,Virgin Galactic,Satellite Deployment,1979-02-24,2706,Space Telescope,Deep Space,Partial Success
4620,Blue Origin,Space Tourism,2022-05-16,4174,Cargo,Deep Space,Success
4621,SpaceX,Deep Space,2003-02-01,3281,Space Telescope,Mars,Failure
4622,SpaceX,Asteroid Mining,1968-03-09,1510,Rover,Asteroid Belt,Partial Success
4623,Blue Origin,Space Tourism,1975-03-10,1400,Rover,Deep Space,Success
4624,ESA,Satellite Deployment,1971-02-12,2959,Space Telescope,Deep Space,Failure
4625,ESA,Space Tourism,1985-12-24,797,Satellite,Deep Space,Failure
4626,ISRO,Orbital,2005-02-16,4116,Rover,Moon,Success
4627,CNSA,Asteroid Mining,1970-11-27,1165,Rover,Asteroid Belt,Partial Success
4628,ISRO,Satellite Deployment,1960-10-06,4170,Space Telescope,Deep Space,Failure
4629,ESA,Lunar,2008-10-27,3254,Cargo,Low Earth Orbit,Failure
4630,ESA,Space Tourism,1966-03-24,4950,Scientific Probe,Mars,Success
4631,Roscosmos,Satellite Deployment,2022-08-27,577,Rover,Deep Space,Failure
4632,NASA,Space Tourism,1997-03-19,3887,Crewed,Mars,Partial Success
4633,ISRO,Orbital,1958-04-22,2967,Space Telescope,Moon,Failure
4634,CNSA,Space Tourism,1986-08-23,1395,Satellite,Deep Space,Failure
4635,Virgin Galactic,Mars,1968-02-09,526,Rover,Low Earth Orbit,Partial Success
4636,Roscosmos,Satellite Deployment,1983-06-23,1795,Satellite,Moon,Partial Success
4637,ESA,Deep Space,1982-09-13,4945,Satellite,Moon,Failure
4638,SpaceX,Space Tourism,2005-09-18,4620,Scientific Probe,Low Earth Orbit,Success
4639,SpaceX,Deep Space,2003-02-16,1723,Satellite,Asteroid Belt,Failure
4640,Blue Origin,Lunar,1992-09-03,3948,Scientific Probe,Asteroid Belt,Success
4641,CNSA,Orbital,1995-05-22,1731,Space Telescope,Deep Space,Failure
4642,CNSA,Mars,1986-07-24,1342,Rover,Asteroid Belt,Failure
4643,Roscosmos,Lunar,2005-12-23,3834,Space Telescope,Low Earth Orbit,Partial Success
4644,ISRO,Satellite Deployment,1981-07-08,2099,Crewed,Mars,Success
4645,NASA,Mars,1972-06-20,329,Cargo,Deep Space,Failure
4646,Virgin Galactic,Mars,1962-05-03,4253,Scientific Probe,Mars,Partial Success
4647,ESA,Satellite Deployment,1981-09-17,1941,Cargo,Mars,Partial Success
4648,Virgin Galactic,Mars,2001-11-28,2117,Rover,Moon,Partial Success
4649,Roscosmos,Deep Space,2018-06-26,3285,Crewed,Low Earth Orbit,Success
4650,Virgin Galactic,Satellite Deployment,2005-12-16,1573,Rover,Deep Space,Success
4651,Roscosmos,Orbital,2003-10-27,2811,Scientific Probe,Asteroid Belt,Failure
4652,ESA,Mars,1995-07-22,63,Cargo,Moon,Partial Success
4653,NASA,Satellite Deployment,1988-08-22,50,Satellite,Moon,Success
4654,ISRO,Asteroid Mining,1990-02-16,4827,Crewed,Low Earth Orbit,Partial Success
4655,SpaceX,Orbital,2008-03-10,1215,Cargo,Mars,Success
4656,CNSA,Satellite Deployment,2008-02-13,2200,Space Telescope,Moon,Failure
4657,Roscosmos,Mars,1976-03-21,1436,Cargo,Asteroid Belt,Partial Success
4658,Blue Origin,Deep Space,1978-07-24,1624,Space Telescope,Asteroid Belt,Partial Success
4659,ISRO,Lunar,2021-03-01,953,Crewed,Mars,Partial Success
4660,Roscosmos,Lunar,1993-09-02,685,Cargo,Deep Space,Failure
4661,NASA,Space Tourism,2017-05-05,3815,Scientific Probe,Mars,Partial Success
4662,ESA,Space Tourism,2007-08-13,1772,Cargo,Low Earth Orbit,Failure
4663,ISRO,Deep Space,2002-09-03,4214,Rover,Moon,Partial Success
4664,ISRO,Mars,1998-11-25,3602,Crewed,Mars,Partial Success
4665,ESA,Asteroid Mining,1995-09-22,4640,Satellite,Asteroid Belt,Success
4666,ESA,Mars,2000-10-24,4515,Crewed,Deep Space,Failure
4667,ISRO,Lunar,1981-02-09,2084,Crewed,Asteroid Belt,Success
4668,Blue Origin,Orbital,1960-06-13,1096,Scientific Probe,Asteroid Belt,Partial Success
4669,ISRO,Lunar,1961-07-07,330,Rover,Mars,Partial Success
4670,CNSA,Lunar,2022-02-17,1129,Scientific Probe,Mars,Failure
4671,ISRO,Satellite Deployment,2016-07-08,1469,Scientific Probe,Moon,Success
4672,Blue Origin,Satellite Deployment,2008-07-12,1905,Satellite,Moon,Failure
4673,CNSA,Deep Space,2019-03-27,2804,Satellite,Deep Space,Failure
4674,Virgin Galactic,Satellite Deployment,1971-11-08,4827,Rover,Mars,Partial Success
4675,SpaceX,Lunar,2018-08-16,4861,Space Telescope,Mars,Partial Success
